---------------------------------------------------------------------------------------------------
Date: 8/26/2026 -- 23:53:37 (uptime: 0d, 00h 00m 08s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:04:36 (uptime: 0d, 00h 04m 08s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 11194
capture.afpacket.polls                                       | Total                     | 29816
capture.afpacket.poll_timeout                                | Total                     | 28336
capture.afpacket.poll_data                                   | Total                     | 1480
decoder.pkts                                                 | Total                     | 11191
decoder.bytes                                                | Total                     | 12910448
decoder.ipv4                                                 | Total                     | 11122
decoder.ipv6                                                 | Total                     | 69
decoder.ethernet                                             | Total                     | 11191
decoder.tcp                                                  | Total                     | 11178
tcp.syn                                                      | Total                     | 476
tcp.synack                                                   | Total                     | 448
tcp.rst                                                      | Total                     | 68
decoder.icmpv6                                               | Total                     | 13
decoder.avg_pkt_size                                         | Total                     | 1153
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 2
flow.total                                                   | Total                     | 488
flow.active                                                  | Total                     | 117
flow.tcp                                                     | Total                     | 483
flow.icmpv6                                                  | Total                     | 5
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 53
tcp.ssn_from_pool                                            | Total                     | 53
tcp.invalid_checksum                                         | Total                     | 5584
flow.end.state.new                                           | Total                     | 371
flow.end.tcp_state.syn_sent                                  | Total                     | 51
flow.mgr.full_hash_pass                                      | Total                     | 27
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10469
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 927
flow.mgr.flows_notimeout                                     | Total                     | 556
flow.mgr.flows_timeout                                       | Total                     | 371
flow.mgr.flows_evicted                                       | Total                     | 371
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 371
flow.recycler.queue_avg                                      | Total                     | 1
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:04:44 (uptime: 0d, 00h 04m 16s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 11883
capture.afpacket.polls                                       | Total                     | 30985
capture.afpacket.poll_timeout                                | Total                     | 29364
capture.afpacket.poll_data                                   | Total                     | 1621
decoder.pkts                                                 | Total                     | 11971
decoder.bytes                                                | Total                     | 13031099
decoder.ipv4                                                 | Total                     | 11396
decoder.ipv6                                                 | Total                     | 69
decoder.ethernet                                             | Total                     | 11971
decoder.arp                                                  | Total                     | 506
decoder.tcp                                                  | Total                     | 11449
tcp.syn                                                      | Total                     | 492
tcp.synack                                                   | Total                     | 464
tcp.rst                                                      | Total                     | 68
decoder.udp                                                  | Total                     | 3
decoder.icmpv6                                               | Total                     | 13
decoder.avg_pkt_size                                         | Total                     | 1088
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 2
flow.total                                                   | Total                     | 506
flow.active                                                  | Total                     | 123
flow.tcp                                                     | Total                     | 499
flow.udp                                                     | Total                     | 2
flow.icmpv6                                                  | Total                     | 5
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 53
tcp.ssn_from_pool                                            | Total                     | 53
tcp.invalid_checksum                                         | Total                     | 5712
app_layer.flow.dhcp                                          | Total                     | 1
app_layer.flow.mdns                                          | Total                     | 1
app_layer.tx.dhcp                                            | Total                     | 1
app_layer.tx.mdns                                            | Total                     | 2
flow.end.state.new                                           | Total                     | 383
flow.end.tcp_state.syn_sent                                  | Total                     | 51
flow.mgr.full_hash_pass                                      | Total                     | 27
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10482
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 956
flow.mgr.flows_notimeout                                     | Total                     | 573
flow.mgr.flows_timeout                                       | Total                     | 383
flow.mgr.flows_evicted                                       | Total                     | 383
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 383
flow.recycler.queue_avg                                      | Total                     | 1
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:04:52 (uptime: 0d, 00h 04m 24s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 12116
capture.afpacket.polls                                       | Total                     | 31701
capture.afpacket.poll_timeout                                | Total                     | 30065
capture.afpacket.poll_data                                   | Total                     | 1636
decoder.pkts                                                 | Total                     | 12115
decoder.bytes                                                | Total                     | 13072950
decoder.ipv4                                                 | Total                     | 11540
decoder.ipv6                                                 | Total                     | 69
decoder.ethernet                                             | Total                     | 12115
decoder.arp                                                  | Total                     | 506
decoder.tcp                                                  | Total                     | 11592
tcp.syn                                                      | Total                     | 505
tcp.synack                                                   | Total                     | 477
tcp.rst                                                      | Total                     | 68
decoder.udp                                                  | Total                     | 4
decoder.icmpv6                                               | Total                     | 13
decoder.avg_pkt_size                                         | Total                     | 1079
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 2
flow.total                                                   | Total                     | 520
flow.active                                                  | Total                     | 123
flow.tcp                                                     | Total                     | 512
flow.udp                                                     | Total                     | 3
flow.icmpv6                                                  | Total                     | 5
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 53
tcp.ssn_from_pool                                            | Total                     | 53
tcp.invalid_checksum                                         | Total                     | 5787
app_layer.flow.dhcp                                          | Total                     | 1
app_layer.flow.mdns                                          | Total                     | 1
app_layer.flow.failed_udp                                    | Total                     | 1
app_layer.tx.dhcp                                            | Total                     | 1
app_layer.tx.mdns                                            | Total                     | 2
flow.end.state.new                                           | Total                     | 397
flow.end.tcp_state.syn_sent                                  | Total                     | 51
flow.mgr.full_hash_pass                                      | Total                     | 28
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10496
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 986
flow.mgr.flows_notimeout                                     | Total                     | 589
flow.mgr.flows_timeout                                       | Total                     | 397
flow.mgr.flows_evicted                                       | Total                     | 397
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 397
flow.recycler.queue_avg                                      | Total                     | 1
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:05:00 (uptime: 0d, 00h 04m 32s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 12192
capture.afpacket.polls                                       | Total                     | 32768
capture.afpacket.poll_timeout                                | Total                     | 31116
capture.afpacket.poll_data                                   | Total                     | 1652
decoder.pkts                                                 | Total                     | 12193
decoder.bytes                                                | Total                     | 13090530
decoder.ipv4                                                 | Total                     | 11618
decoder.ipv6                                                 | Total                     | 69
decoder.ethernet                                             | Total                     | 12193
decoder.arp                                                  | Total                     | 506
decoder.tcp                                                  | Total                     | 11670
tcp.syn                                                      | Total                     | 508
tcp.synack                                                   | Total                     | 477
tcp.rst                                                      | Total                     | 68
decoder.udp                                                  | Total                     | 4
decoder.icmpv6                                               | Total                     | 13
decoder.avg_pkt_size                                         | Total                     | 1073
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 5
flow.total                                                   | Total                     | 523
flow.active                                                  | Total                     | 114
flow.tcp                                                     | Total                     | 515
flow.udp                                                     | Total                     | 3
flow.icmpv6                                                  | Total                     | 5
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 56
tcp.ssn_from_pool                                            | Total                     | 56
tcp.invalid_checksum                                         | Total                     | 5822
app_layer.flow.dhcp                                          | Total                     | 1
app_layer.flow.mdns                                          | Total                     | 1
app_layer.flow.failed_udp                                    | Total                     | 1
app_layer.tx.dhcp                                            | Total                     | 1
app_layer.tx.mdns                                            | Total                     | 2
flow.end.state.new                                           | Total                     | 409
flow.end.tcp_state.syn_sent                                  | Total                     | 51
flow.mgr.full_hash_pass                                      | Total                     | 29
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10508
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 1016
flow.mgr.flows_notimeout                                     | Total                     | 607
flow.mgr.flows_timeout                                       | Total                     | 409
flow.mgr.flows_evicted                                       | Total                     | 409
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 409
flow.recycler.queue_avg                                      | Total                     | 1
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:05:08 (uptime: 0d, 00h 04m 40s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 12463
capture.afpacket.polls                                       | Total                     | 33838
capture.afpacket.poll_timeout                                | Total                     | 32157
capture.afpacket.poll_data                                   | Total                     | 1681
decoder.pkts                                                 | Total                     | 12460
decoder.bytes                                                | Total                     | 13189215
decoder.ipv4                                                 | Total                     | 11885
decoder.ipv6                                                 | Total                     | 69
decoder.ethernet                                             | Total                     | 12460
decoder.arp                                                  | Total                     | 506
decoder.tcp                                                  | Total                     | 11937
tcp.syn                                                      | Total                     | 524
tcp.synack                                                   | Total                     | 493
tcp.rst                                                      | Total                     | 68
decoder.udp                                                  | Total                     | 4
decoder.icmpv6                                               | Total                     | 13
decoder.avg_pkt_size                                         | Total                     | 1058
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 539
flow.active                                                  | Total                     | 120
flow.tcp                                                     | Total                     | 531
flow.udp                                                     | Total                     | 3
flow.icmpv6                                                  | Total                     | 5
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 56
tcp.ssn_from_pool                                            | Total                     | 56
tcp.invalid_checksum                                         | Total                     | 5947
app_layer.flow.dhcp                                          | Total                     | 1
app_layer.flow.mdns                                          | Total                     | 1
app_layer.flow.failed_udp                                    | Total                     | 1
app_layer.tx.dhcp                                            | Total                     | 1
app_layer.tx.mdns                                            | Total                     | 2
flow.end.state.new                                           | Total                     | 419
flow.end.tcp_state.syn_sent                                  | Total                     | 52
flow.mgr.full_hash_pass                                      | Total                     | 30
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10517
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 1045
flow.mgr.flows_notimeout                                     | Total                     | 626
flow.mgr.flows_timeout                                       | Total                     | 419
flow.mgr.flows_evicted                                       | Total                     | 419
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 419
flow.recycler.queue_avg                                      | Total                     | 1
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:05:16 (uptime: 0d, 00h 04m 48s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 12653
capture.afpacket.polls                                       | Total                     | 34551
capture.afpacket.poll_timeout                                | Total                     | 32847
capture.afpacket.poll_data                                   | Total                     | 1704
decoder.pkts                                                 | Total                     | 12650
decoder.bytes                                                | Total                     | 13246408
decoder.ipv4                                                 | Total                     | 12075
decoder.ipv6                                                 | Total                     | 69
decoder.ethernet                                             | Total                     | 12650
decoder.arp                                                  | Total                     | 506
decoder.tcp                                                  | Total                     | 12127
tcp.syn                                                      | Total                     | 537
tcp.synack                                                   | Total                     | 506
tcp.rst                                                      | Total                     | 68
decoder.udp                                                  | Total                     | 4
decoder.icmpv6                                               | Total                     | 13
decoder.avg_pkt_size                                         | Total                     | 1047
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 552
flow.active                                                  | Total                     | 117
flow.tcp                                                     | Total                     | 544
flow.udp                                                     | Total                     | 3
flow.icmpv6                                                  | Total                     | 5
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 56
tcp.ssn_from_pool                                            | Total                     | 56
tcp.invalid_checksum                                         | Total                     | 6038
app_layer.flow.dhcp                                          | Total                     | 1
app_layer.flow.mdns                                          | Total                     | 1
app_layer.flow.failed_udp                                    | Total                     | 1
app_layer.tx.dhcp                                            | Total                     | 1
app_layer.tx.mdns                                            | Total                     | 2
flow.end.state.new                                           | Total                     | 435
flow.end.tcp_state.syn_sent                                  | Total                     | 52
flow.mgr.full_hash_pass                                      | Total                     | 31
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10532
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 1068
flow.mgr.flows_notimeout                                     | Total                     | 633
flow.mgr.flows_timeout                                       | Total                     | 435
flow.mgr.flows_evicted                                       | Total                     | 435
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 435
flow.recycler.queue_avg                                      | Total                     | 1
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:05:24 (uptime: 0d, 00h 04m 56s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 12858
capture.afpacket.polls                                       | Total                     | 35627
capture.afpacket.poll_timeout                                | Total                     | 33896
capture.afpacket.poll_data                                   | Total                     | 1731
decoder.pkts                                                 | Total                     | 12855
decoder.bytes                                                | Total                     | 13304591
decoder.ipv4                                                 | Total                     | 12280
decoder.ipv6                                                 | Total                     | 69
decoder.ethernet                                             | Total                     | 12855
decoder.arp                                                  | Total                     | 506
decoder.tcp                                                  | Total                     | 12332
tcp.syn                                                      | Total                     | 550
tcp.synack                                                   | Total                     | 519
tcp.rst                                                      | Total                     | 68
decoder.udp                                                  | Total                     | 4
decoder.icmpv6                                               | Total                     | 13
decoder.avg_pkt_size                                         | Total                     | 1034
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 565
flow.active                                                  | Total                     | 119
flow.tcp                                                     | Total                     | 557
flow.udp                                                     | Total                     | 3
flow.icmpv6                                                  | Total                     | 5
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 56
tcp.ssn_from_pool                                            | Total                     | 56
tcp.invalid_checksum                                         | Total                     | 6137
app_layer.flow.dhcp                                          | Total                     | 1
app_layer.flow.mdns                                          | Total                     | 1
app_layer.flow.failed_udp                                    | Total                     | 1
app_layer.tx.dhcp                                            | Total                     | 1
app_layer.tx.mdns                                            | Total                     | 2
flow.end.state.new                                           | Total                     | 446
flow.end.tcp_state.syn_sent                                  | Total                     | 52
flow.mgr.full_hash_pass                                      | Total                     | 32
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10545
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 1096
flow.mgr.flows_notimeout                                     | Total                     | 650
flow.mgr.flows_timeout                                       | Total                     | 446
flow.mgr.flows_evicted                                       | Total                     | 446
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 446
flow.recycler.queue_avg                                      | Total                     | 1
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:05:32 (uptime: 0d, 00h 05m 04s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 13192
capture.afpacket.polls                                       | Total                     | 36703
capture.afpacket.poll_timeout                                | Total                     | 34939
capture.afpacket.poll_data                                   | Total                     | 1764
decoder.pkts                                                 | Total                     | 13195
decoder.bytes                                                | Total                     | 13417532
decoder.ipv4                                                 | Total                     | 12620
decoder.ipv6                                                 | Total                     | 69
decoder.ethernet                                             | Total                     | 13195
decoder.arp                                                  | Total                     | 506
decoder.tcp                                                  | Total                     | 12672
tcp.syn                                                      | Total                     | 572
tcp.synack                                                   | Total                     | 541
